caseno_2011,prev_address_2011,age_2011,distance_to_work_2011,no_of_cars_2011,country_birth_2011,deprived_edu_2011,deprived_employ_2011,deprived_health_2011,deprived_housing_2011,deprived_2011,health_activity_limited_2011,child_2011,ethnicity_2011,general_health_2011,edu_2011,illness_in_house_2011,occupation_2011,prev_region_2011,social_grade_2011,sex_2011,tenure_2011,travel_mode_to_work_2011,travel_mode_to_work_2001,place_of_work_2011,live_near_work_2011,workplace_2011
2834892,1,14,8,1,1,1,0,1,0,3,3,1,1,1,10,1,53,,,2,1,7,1,2,1,2
2834920,1,17,,0,1,1,0,0,0,2,3,,1,3,10,0,43,,,2,0,,,,,
2834946,1,9,3,2,1,0,0,0,0,1,3,2,1,1,15,0,24,,2,2,1,7,7,1,3,3
2834968,1,17,,1,1,0,0,1,0,2,3,1,1,2,15,1,31,,,1,0,,,,,
2834990,1,11,3,1,1,1,0,0,0,2,3,,1,1,11,0,31,,2,1,4,7,7,1,3,3
2834992,1,6,3,0,1,1,0,1,0,3,2,,1,2,16,1,52,,4,1,5,7,7,1,3,3
2835011,1,17,,2,1,0,1,1,0,3,1,,1,3,11,2,,,,1,5,,,,,
2835058,1,5,,1,1,0,0,0,0,1,3,4,1,2,12,0,51,,2,2,3,,,,,
2835064,1,1,,1,1,0,0,0,1,2,3,6,1,2,,0,,,,1,3,,,,,
2835082,2,9,5,4,1,0,0,0,0,1,3,1,1,2,12,0,14,8,2,1,1,7,7,1,4,4
2835090,1,10,5,2,1,0,0,1,0,2,3,1,1,1,15,1,24,,3,2,1,7,7,1,4,4
2835101,3,13,,2,1,0,0,1,0,2,2,1,1,2,12,1,44,8,1,2,0,,,,,
2835143,1,10,5,1,1,0,0,0,0,1,3,2,1,2,15,0,22,,2,2,1,7,7,1,4,4
2835151,1,8,,2,11,0,0,0,0,1,3,6,10,2,12,0,53,,2,2,1,,,,,
2835140,1,6,9,2,1,0,0,1,0,2,3,4,1,1,12,1,71,,2,1,1,7,7,3,2,1
2835168,2,4,1,2,1,0,0,1,0,2,3,6,1,2,11,1,52,8,3,2,3,10,10,1,3,3
2835177,1,8,,2,1,0,0,0,0,1,3,2,1,1,15,0,12,,2,2,1,,,,,
2835219,1,13,,2,1,0,0,0,0,1,3,1,1,1,15,0,23,,1,2,0,,,,,
2835223,1,1,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,2,5,,,,,
2835231,1,3,,2,1,0,0,1,0,2,1,5,1,5,,2,,,,2,3,,,,,
2835255,1,11,7,3,1,0,0,0,1,2,3,5,1,1,14,0,13,,2,2,1,3,3,1,4,4
2835260,2,13,,1,1,0,1,1,0,3,2,1,1,3,12,2,93,8,4,1,3,,,,,
2835291,2,7,2,1,1,0,0,0,1,2,3,,1,2,15,0,23,8,1,2,1,7,7,1,3,3
2835305,2,2,,2,1,0,1,0,0,2,3,4,1,1,,0,,8,,1,3,,,,,
2835315,1,12,,1,1,0,0,1,0,2,2,1,1,3,12,2,33,,3,2,0,,,,,
2835327,1,15,,2,1,0,0,0,0,1,3,,1,1,15,0,12,,,1,1,,,,,
2835340,1,10,2,4,1,0,0,0,0,1,3,5,1,1,15,0,14,,1,1,1,7,7,1,3,3
2835380,1,10,,2,1,0,0,0,0,1,3,3,1,2,15,0,23,,1,2,0,,,,,
2835405,1,9,4,2,1,0,0,0,0,1,3,1,1,1,14,0,13,,1,1,0,7,7,1,4,4
2835400,1,15,4,4,1,0,0,1,0,2,1,1,1,3,10,2,13,,,2,0,7,7,1,3,3
2835415,1,10,4,2,1,0,0,0,0,1,3,3,1,1,15,0,22,,1,1,0,7,7,1,3,3
2835426,4,9,5,2,1,0,1,0,0,2,3,4,1,1,15,0,24,1,1,1,5,7,7,1,4,4
2835470,1,5,3,4,1,0,0,1,0,2,3,1,1,1,11,1,61,,3,1,1,7,7,1,3,3
2835464,1,10,9,2,1,0,0,0,0,1,3,3,1,2,11,0,71,,3,1,5,7,7,3,2,1
2835491,1,10,4,2,1,0,0,0,0,1,3,3,1,1,15,0,24,,1,2,1,7,7,1,4,4
2835494,1,11,1,4,1,0,0,0,1,2,3,1,1,2,11,0,52,,3,2,0,9,9,1,3,3
2835523,1,13,,3,1,0,0,0,0,1,3,1,1,2,14,0,52,,3,2,0,,,,,
2835549,1,10,5,2,1,0,0,0,0,1,3,1,1,1,15,0,23,,2,2,0,7,7,1,4,4
2835570,1,14,,0,1,1,0,1,1,4,1,,1,5,10,1,93,,,1,3,,,,,
2835575,2,2,,2,1,0,0,0,0,1,3,6,1,1,,0,,8,,1,1,,,,,
2835586,1,12,,2,1,1,0,1,0,3,3,1,1,1,10,0,,,4,2,0,,,,,
2835603,1,12,,2,1,0,0,1,0,2,3,1,1,2,12,1,51,,3,2,1,,,,,
2835644,1,5,1,2,1,0,0,1,0,2,2,3,1,2,12,2,53,,2,2,1,10,10,1,3,3
2835654,1,11,9,2,1,0,0,0,0,1,3,3,1,1,15,0,51,,4,1,0,7,7,3,2,1
2835653,1,4,6,3,1,0,0,0,0,1,3,3,1,1,14,0,61,,2,1,1,7,7,1,4,4
2835686,1,3,,2,1,0,0,0,0,1,3,5,1,1,,0,,,,2,1,,,,,
2835693,3,5,4,2,1,0,0,0,0,1,3,1,1,1,15,0,21,11,2,1,0,7,7,1,4,4
2835733,1,6,1,3,1,0,1,1,1,4,3,1,1,1,14,1,72,,4,1,3,7,7,1,3,3
2835738,1,5,11,3,1,0,1,1,0,3,3,3,1,1,15,1,52,,4,2,5,4,4,5,5,6
2835754,1,10,1,2,1,0,0,0,0,1,3,4,1,1,15,0,96,,2,2,1,9,9,1,3,3
2835763,1,5,,2,1,0,0,0,0,1,3,1,1,1,11,0,,,2,1,1,,,,,
2835785,1,18,,0,1,1,0,1,0,3,2,,1,1,10,1,83,,,1,1,,,,,
2835817,1,15,,1,1,0,0,1,0,2,2,,1,3,15,1,21,,,1,0,,,,,
2835845,1,2,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,2,1,,,,,
2835833,1,13,,2,1,0,0,0,0,1,3,1,1,2,12,0,91,,2,2,0,,,,,
2835864,1,13,3,3,1,0,0,0,0,1,3,1,1,2,12,0,93,,4,1,1,7,7,1,4,4
2835884,1,10,5,3,1,0,0,0,0,1,3,1,1,1,12,0,33,,4,2,1,7,7,1,4,4
2835905,1,5,3,3,1,0,0,1,0,2,3,3,1,1,12,2,34,,1,1,1,7,7,1,4,4
2835918,2,15,,0,1,1,0,0,1,3,3,,1,3,10,0,94,8,,2,4,,,,,
2835938,1,14,5,2,7,1,0,0,0,2,3,1,3,2,10,0,51,,,1,5,7,7,1,4,4
2835946,1,10,4,1,1,0,0,0,0,1,3,3,1,2,15,0,53,,4,2,3,7,7,1,4,4
2835978,1,15,,1,1,1,0,1,0,3,2,1,1,3,10,2,91,,,2,0,,,,,
2835993,1,2,,1,1,0,0,0,0,1,3,6,1,1,,0,,,,1,4,,,,,
2836000,2,12,1,2,1,0,0,0,0,1,3,1,1,1,15,0,33,8,2,2,5,10,10,1,3,3
2836004,1,8,9,2,1,1,0,0,1,3,3,6,1,2,10,0,61,,3,1,4,7,7,3,2,1
2836019,1,5,4,1,1,0,0,0,0,1,3,1,1,3,12,0,25,,4,2,5,7,7,1,4,4
2836028,1,3,,2,1,0,0,0,0,1,3,5,1,1,,0,,,,1,1,,,,,
2836077,1,11,,0,1,1,1,1,0,4,1,1,3,5,10,2,,,4,2,3,,,,,
2836100,1,16,,0,1,0,0,1,0,2,2,,1,3,15,1,23,,,2,7,,,,,
2836101,1,16,,1,1,1,0,0,0,2,3,,1,2,11,0,33,,,2,0,,,,,
2836109,2,8,2,1,1,0,0,0,0,1,3,4,1,1,14,0,53,8,3,2,5,9,9,1,3,3
2836122,1,15,,1,1,0,0,0,1,2,3,,1,2,10,0,52,,,2,0,,,,,
2836160,2,7,,1,3,0,1,1,0,3,1,4,1,5,12,1,42,8,2,2,5,,,,,
2836155,1,2,,2,1,0,0,0,0,1,3,6,1,2,,0,,,,1,2,,,,,
2836156,1,16,,1,1,1,0,1,0,3,2,1,1,3,10,2,41,,,2,0,,,,,
2836196,1,12,,1,1,0,0,0,0,1,3,,1,1,14,0,51,,2,2,1,,,,,
2836194,2,6,4,2,1,0,0,0,0,1,3,1,1,1,15,0,54,8,2,2,1,7,7,1,3,3
2836243,1,13,3,2,1,0,0,0,0,1,3,1,1,1,10,0,96,,3,1,0,7,7,1,4,4
2836247,1,2,,2,1,0,0,1,0,2,3,2,1,1,,1,,,,2,1,,,,,
2836245,1,18,,0,1,1,0,1,0,3,1,,1,4,10,1,94,,,2,0,,,,,
2836261,1,16,,1,1,0,0,0,0,1,3,1,1,2,13,0,72,,,1,0,,,,,
2836271,1,7,2,3,1,0,0,1,0,2,3,1,1,2,12,1,42,,1,2,1,7,7,1,3,3
2836313,3,7,4,1,1,0,0,0,0,1,3,6,1,1,12,0,21,8,1,1,1,7,7,1,4,4
2836322,1,6,7,0,2,0,1,0,1,3,3,1,1,2,15,0,24,,2,2,5,3,3,1,4,4
2836304,1,9,4,4,1,0,0,0,0,1,3,1,1,2,13,0,96,,4,1,1,7,7,1,4,4
2836333,1,12,9,4,1,0,0,0,0,1,3,5,1,1,16,0,31,,2,1,0,11,11,3,2,1
2836349,1,5,1,1,1,0,0,0,0,1,3,5,1,1,15,0,31,,1,2,0,10,10,1,3,3
2836387,1,15,,2,1,0,0,1,0,2,2,1,1,2,10,1,81,,,1,0,,,,,
2836378,1,7,3,1,1,1,0,0,0,2,3,1,1,2,10,0,43,,3,1,1,10,10,1,4,4
2836403,1,2,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,1,1,,,,,
2836416,1,2,,2,1,0,0,0,0,1,3,6,1,1,,0,,,,2,2,,,,,
2836429,4,14,,3,1,0,0,0,0,1,3,1,1,2,15,0,26,1,,1,1,,,,,
2836474,1,10,4,3,1,0,0,0,0,1,3,1,1,1,15,0,33,,1,2,1,7,7,1,4,4
2836466,1,1,,2,1,0,0,0,0,1,3,6,1,1,,0,,,,2,1,,,,,
2836481,1,14,,2,1,0,0,1,0,2,2,1,1,3,14,1,32,,,1,0,,,,,
2836495,1,14,,3,1,1,0,1,0,3,1,1,1,4,10,1,83,,,1,0,,,,,
2836506,1,11,,1,1,0,0,1,0,2,2,3,1,3,16,1,81,,2,1,0,,,,,
2836559,4,11,3,1,8,1,0,0,1,3,3,,3,2,16,0,93,1,4,1,5,8,8,1,4,4
2836562,1,12,1,2,7,0,0,0,1,2,3,3,1,2,11,0,83,,3,1,0,7,7,1,3,3
2836583,1,12,2,1,1,1,0,0,0,2,3,,1,2,10,0,53,,4,2,0,7,7,1,4,4
2836574,1,12,2,1,1,0,0,0,0,1,3,,1,2,15,0,44,,2,2,1,7,7,1,4,4
2836596,1,2,,2,1,0,0,1,0,2,3,6,1,2,,1,,,,2,1,,,,,
2836639,1,10,7,3,1,0,0,0,0,1,3,5,1,1,11,0,24,,2,2,1,7,7,1,4,4
2836659,1,6,3,2,1,0,0,0,0,1,3,1,1,1,14,0,42,,2,1,1,7,7,1,4,4
2836656,1,9,,0,1,1,1,0,0,3,3,1,1,2,11,0,51,,4,2,0,,,,,
2836682,1,9,2,1,1,0,1,1,0,3,3,2,1,1,11,1,42,,2,2,1,7,7,1,4,4
2836699,1,14,,0,1,1,0,1,1,4,1,,1,4,10,1,51,,,2,3,,,,,
2836744,1,1,,2,1,0,0,0,1,2,3,6,1,2,,0,,,,2,3,,,,,
2836768,1,14,3,1,1,0,0,1,0,2,1,1,1,3,10,1,44,,,1,1,7,7,1,4,4
2836758,,5,,1,,1,0,0,0,2,,,,,,0,,,,1,4,,,,,
2836773,1,12,4,1,1,1,0,0,0,2,3,,1,2,11,0,83,,4,1,3,7,7,1,4,4
2836824,1,14,,1,1,1,0,0,0,2,3,1,1,2,10,0,52,,,2,1,,,,,
2836837,1,6,5,2,1,0,0,1,0,2,3,1,1,2,15,1,52,,2,1,1,7,7,1,4,4
2836829,1,10,1,1,1,0,0,0,0,1,3,,1,1,12,0,53,,4,2,0,7,7,1,3,3
2836843,1,2,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,1,5,,,,,
2836846,1,10,4,2,1,0,0,0,0,1,3,1,1,2,13,0,21,,3,1,1,7,7,1,3,3
2836895,1,6,1,3,1,0,0,0,0,1,3,1,1,1,12,0,81,,1,1,1,10,10,1,3,3
2836921,1,11,,1,1,0,0,0,0,1,3,1,1,2,12,0,53,,4,2,3,,,,,
2836911,1,12,,2,1,1,0,1,0,3,3,1,1,2,10,1,51,,3,2,1,,,,,
2836929,1,11,4,3,1,0,0,0,0,1,3,1,1,2,14,0,72,,3,1,1,7,7,1,4,4
2836954,1,7,,0,1,0,0,1,0,2,3,4,1,2,12,1,53,,4,2,3,,,,,
2836985,1,16,,1,1,1,0,0,0,2,3,,1,2,16,0,33,,,1,0,,,,,
2836988,1,1,,2,1,0,0,0,0,1,3,2,1,1,,0,,,,2,1,,,,,
2837014,1,11,1,1,1,0,0,0,0,1,3,3,1,2,11,0,91,,3,2,1,10,10,1,3,3
2837031,1,9,1,2,1,0,0,0,0,1,3,6,1,3,10,0,13,,2,1,1,7,7,1,3,3
2837041,3,5,,0,1,1,0,0,0,2,3,4,1,1,11,0,52,8,4,2,5,,,,,
2837078,1,15,,2,1,1,0,0,0,2,3,,1,2,11,0,53,,,2,0,,,,,
2837085,1,10,3,4,1,0,1,0,0,2,3,1,1,2,12,0,51,,4,2,1,7,7,1,4,4
2837081,1,6,3,2,1,0,1,0,0,2,3,2,1,1,15,0,24,,1,1,1,7,7,1,3,3
2837097,1,3,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,2,1,,,,,
2837122,1,3,,2,1,0,0,0,0,1,3,5,1,1,,0,,,,2,1,,,,,
2837174,1,7,3,1,1,1,0,0,0,2,3,4,1,2,11,0,53,,4,2,3,7,7,1,4,4
2837162,1,3,,2,1,1,0,0,0,2,3,5,1,1,,0,,,,2,1,,,,,
2837179,1,4,2,2,1,0,0,0,0,1,3,5,1,1,11,0,92,,4,2,1,10,10,1,3,3
2837181,1,9,9,2,1,0,0,1,1,3,3,7,1,2,11,1,96,,4,1,5,7,7,3,2,1
2837194,1,13,9,2,1,0,0,0,0,1,3,1,1,2,15,0,21,,1,1,0,7,7,3,2,1
2837244,1,15,,1,1,0,0,0,0,1,3,1,1,2,10,0,81,,,2,0,,,,,
2837249,1,17,,1,1,0,0,0,0,1,3,1,1,3,13,0,31,,,1,0,,,,,
2837263,1,9,4,2,1,0,0,0,0,1,3,1,1,2,15,0,33,,1,1,1,7,7,1,4,4
2837256,1,17,,0,1,1,0,1,0,3,2,,1,3,10,1,75,,,2,0,,,,,
2837293,1,9,2,1,1,1,0,0,1,3,3,3,1,2,11,0,44,,2,2,1,7,7,1,4,4
2837341,1,3,,0,1,0,0,0,0,1,3,3,1,1,,0,,,,2,1,,,,,
2837345,2,5,,1,1,0,0,0,0,1,3,2,1,2,12,0,51,8,4,2,5,,,,,
2837349,1,11,2,3,1,0,0,0,0,1,3,1,1,1,13,0,42,,3,2,1,7,7,1,4,4
2837360,1,11,2,1,1,1,0,1,0,3,2,,1,5,11,1,91,,4,2,3,7,7,1,3,3
2837379,1,11,,3,1,0,0,0,0,1,3,1,1,2,11,0,53,,3,2,1,,,,,
2837438,1,13,3,2,1,1,0,0,0,2,3,1,1,1,11,0,13,,1,1,0,7,7,1,4,4
2837432,1,19,,1,1,1,0,1,0,3,1,1,1,3,10,2,96,,,1,0,,,,,
2837443,1,5,9,2,1,0,0,0,0,1,3,1,1,1,14,0,74,,3,1,5,7,7,3,2,1
2837449,1,11,4,1,1,0,0,0,0,1,3,,1,2,15,0,31,,2,1,1,7,7,1,3,3
2837471,1,10,5,1,1,1,0,1,0,3,3,3,1,2,16,1,53,,4,1,3,7,7,1,4,4
2837529,1,19,,0,1,1,0,1,1,4,2,,1,2,10,1,51,,,2,9,,,,,
2837530,1,12,3,2,1,0,0,0,0,1,3,1,1,1,11,0,13,,2,1,1,7,7,1,4,4
2837544,1,14,,2,1,1,0,1,0,3,3,1,1,1,10,1,93,,,2,0,,,,,
2837541,1,11,4,1,1,0,0,0,0,1,3,5,1,1,13,0,14,,2,1,1,7,7,1,4,4
2837586,1,1,,1,1,0,0,0,1,2,3,2,4,1,,0,,,,1,8,,,,,
2837628,1,4,1,3,1,0,0,0,0,1,3,3,1,2,12,0,53,,2,2,1,8,8,1,3,3
2837626,1,8,5,2,1,0,0,1,0,2,3,1,1,2,15,1,21,,1,1,1,7,7,1,4,4
2837633,1,8,9,2,1,0,0,0,0,1,3,2,1,3,12,0,25,,1,1,1,7,7,3,2,1
2837650,1,11,3,2,1,0,0,0,0,1,3,4,1,1,15,0,12,,1,1,1,7,7,1,3,3
2828837,1,12,8,2,1,0,0,1,0,2,2,1,1,3,15,1,32,,1,2,0,1,1,2,1,2
2828833,1,11,5,4,7,0,0,0,0,1,3,1,1,1,14,0,41,,2,2,0,2,2,1,4,4
2828829,1,10,1,4,1,0,0,0,0,1,3,1,1,1,11,0,51,,3,2,1,7,7,1,2,3
2828866,1,15,,2,1,0,0,1,0,2,3,1,1,1,10,1,22,,,2,0,,,,,
2828902,1,17,,1,1,0,0,0,0,1,3,1,1,1,13,0,71,,,1,0,,,,,
2828914,1,1,,2,1,0,0,1,0,2,3,2,1,1,,1,,,,1,1,,,,,
2828909,1,13,,1,1,0,0,1,0,2,1,1,1,3,15,1,26,,3,2,0,,,,,
2828925,1,2,,2,1,0,0,0,0,1,3,2,1,2,,0,,,,1,1,,,,,
2828955,1,4,3,2,1,0,0,0,0,1,3,1,1,2,11,0,72,,4,1,0,8,8,1,4,4
2828977,1,15,,2,1,1,0,0,0,2,3,1,1,2,10,0,43,,,1,0,,,,,
2828991,1,11,9,3,1,0,0,0,0,1,3,1,1,1,11,0,53,,3,2,1,10,10,3,2,1
2828995,1,17,,0,1,1,0,1,0,3,1,,1,4,10,1,71,,,1,0,,,,,
2829002,2,8,6,3,1,0,0,1,0,2,3,1,1,2,14,1,72,8,2,1,1,7,7,1,4,4
2829030,1,15,,2,1,0,0,0,0,1,3,1,1,2,14,0,71,,,1,0,,,,,
2829064,1,4,3,4,1,0,0,0,0,1,3,3,1,2,12,0,51,,1,2,1,7,7,1,3,3
2829070,1,10,5,0,1,0,0,0,1,2,3,1,1,1,15,0,24,,1,1,5,7,7,1,4,4
2829080,1,7,5,4,1,0,0,0,0,1,3,4,1,1,15,0,33,,1,2,1,7,7,1,4,4
2829081,1,14,2,2,1,0,0,0,0,1,3,1,1,1,13,0,12,,,1,0,7,7,1,4,4
2829101,1,15,,1,1,1,0,1,0,3,1,1,1,4,10,2,91,,,2,0,,,,,
2829126,1,6,1,4,1,0,0,0,0,1,3,1,1,1,11,0,21,,1,1,0,9,9,1,3,3
2829141,1,16,,1,1,0,0,1,0,2,2,1,1,2,10,2,75,,,1,0,,,,,
2829140,1,15,,1,1,1,0,1,0,3,2,1,1,3,10,1,72,,,1,0,,,,,
2829151,1,16,,1,1,1,0,1,0,3,2,,1,3,10,1,71,,,1,0,,,,,
2829164,1,16,,2,1,0,0,1,0,2,3,1,1,2,10,1,33,,,2,0,,,,,
2829215,1,19,,1,9,1,0,0,0,2,3,,1,2,10,0,,,,2,0,,,,,
2829207,1,5,8,1,1,0,0,0,0,1,3,1,1,2,11,0,14,,1,1,9,10,1,2,1,2
2829232,1,18,,1,1,1,0,1,1,4,1,,1,3,10,1,,,,1,0,,,,,
2829247,1,3,,2,1,0,0,0,0,1,3,5,1,1,,0,,,,2,1,,,,,
2829254,1,13,,2,1,0,0,0,0,1,3,1,1,1,12,0,42,,1,2,0,,,,,
2829288,1,11,8,2,1,1,0,0,0,2,3,1,1,1,10,0,71,,3,1,1,7,1,2,1,2
2829289,1,18,,1,1,0,0,1,0,2,2,,1,3,15,1,22,,,1,0,,,,,
2829301,3,10,1,1,1,0,0,0,0,1,3,3,1,2,12,0,35,9,2,2,5,7,7,1,3,3
2829311,1,7,3,2,1,0,0,0,0,1,3,1,1,1,14,0,42,,3,2,1,7,7,1,3,3
2829322,1,16,,0,1,1,0,0,0,2,3,,1,2,10,0,51,,,2,0,,,,,
2829406,1,7,5,3,1,0,0,0,0,1,3,,1,2,15,0,26,,3,2,1,7,7,1,4,4
2829404,3,6,8,4,1,0,0,0,0,1,3,,1,1,12,0,71,9,3,1,1,7,1,2,1,2
2829408,1,14,,2,1,0,0,1,0,2,3,1,1,2,11,1,33,,,1,0,,,,,
2829419,1,13,,1,1,0,0,0,0,1,3,,1,2,15,0,23,,1,2,0,,,,,
2829434,1,14,,1,1,1,0,1,0,3,1,1,1,3,10,2,74,,,1,0,,,,,
2829480,1,14,,1,1,1,0,0,0,2,3,1,1,3,10,0,25,,,1,0,,,,,
2829475,1,9,5,2,1,0,0,0,0,1,3,4,1,1,14,0,25,,2,1,1,7,7,1,4,4
2829493,1,16,7,2,1,0,0,0,0,1,3,1,1,1,10,0,13,,,1,0,7,7,1,4,4
2829487,1,5,1,2,1,0,0,0,0,1,3,5,1,1,14,0,52,,1,1,1,8,8,1,3,3
2829508,1,18,,0,1,1,0,1,0,3,2,,1,3,10,1,41,,,2,0,,,,,
2829568,1,9,,1,1,0,0,0,0,1,3,3,1,2,14,0,,,2,1,5,,,,,
2829554,1,11,8,2,1,0,0,0,0,1,3,3,1,2,15,0,34,,2,1,1,1,1,2,1,2
2829576,,1,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,1,1,,,,,
2829583,2,5,,0,1,1,1,0,1,4,3,,1,1,11,0,51,8,4,1,4,,,,,
2829592,1,9,,4,1,0,0,0,0,1,3,7,1,2,12,0,53,,4,2,0,,,,,
2829642,1,1,,2,1,0,0,0,0,1,3,2,1,1,,0,,,,2,1,,,,,
2829633,1,15,,1,1,1,0,1,0,3,1,,1,4,10,1,72,,,1,0,,,,,
2829655,1,10,2,2,1,0,0,0,0,1,3,1,1,2,15,0,13,,1,2,1,7,7,1,3,3
2829651,1,18,,1,7,0,0,1,0,2,3,1,1,2,10,1,43,,,2,0,,,,,
2829691,1,19,,0,1,0,0,1,0,2,2,1,1,3,12,2,33,,,1,0,,,,,
2829740,1,11,2,3,1,0,0,0,0,1,3,1,1,2,14,0,53,,2,2,1,7,7,1,3,3
2829749,1,12,,1,1,0,0,0,0,1,3,1,1,2,12,0,33,,2,2,0,,,,,
2829765,1,8,,2,1,1,1,1,0,4,1,1,1,4,10,2,,,4,1,7,,,,,
2829768,1,7,2,1,8,1,0,1,1,4,2,1,3,2,11,1,34,,3,2,5,7,7,1,3,3
2829780,1,11,,4,1,0,0,0,0,1,3,1,1,1,15,0,22,,1,2,0,,,,,
2829828,1,10,5,3,10,0,0,0,0,1,3,1,1,1,12,0,51,,4,2,0,7,7,1,4,4
2829836,1,3,,3,1,0,0,0,0,1,3,5,1,1,,0,,,,2,1,,,,,
2829849,1,10,4,2,1,0,0,0,0,1,3,6,1,1,15,0,22,,2,2,0,7,7,1,3,3
2829867,1,14,,3,10,0,0,0,0,1,3,1,1,1,12,0,33,,,1,0,,,,,
2829887,1,10,2,2,1,0,0,0,0,1,3,3,3,2,15,0,23,,1,2,1,7,7,1,3,3
2829915,1,1,,1,1,0,0,0,0,1,3,2,1,1,,0,,,,1,1,,,,,
2829935,1,14,,2,1,1,0,1,0,3,2,1,1,3,10,2,33,,,2,0,,,,,
2829945,,5,,2,,0,0,0,0,1,,,,,,0,,,,2,1,,,,,
2829957,1,15,,4,1,0,0,0,0,1,3,1,1,2,15,0,14,,,1,0,,,,,
2829970,1,13,8,2,1,0,0,0,0,1,3,1,1,1,15,0,33,,1,2,1,1,1,2,1,2
2830007,1,11,9,1,1,0,0,0,0,1,3,4,1,1,12,0,61,,3,1,5,7,7,3,2,1
2830023,1,4,4,0,1,0,0,0,0,1,3,3,1,1,11,0,51,,2,1,1,9,9,1,4,4
2830043,3,13,4,2,1,0,0,0,1,2,3,1,1,1,13,0,14,8,2,1,7,7,7,1,4,4
2830033,2,9,4,1,13,0,0,0,0,1,3,1,3,1,14,0,14,8,2,2,5,8,8,1,4,4
2830046,1,13,9,2,1,0,0,0,0,1,3,1,1,1,13,0,71,,3,1,1,7,7,3,2,1
2830120,1,11,9,1,1,0,0,0,0,1,3,,1,2,15,0,14,,1,1,5,7,7,3,2,1
2830141,1,15,,2,1,0,0,0,0,1,3,1,1,2,15,0,33,,,1,0,,,,,
2830152,4,3,,2,1,0,0,1,0,2,3,5,1,1,,1,,1,,2,1,,,,,
2830160,1,12,4,2,1,0,0,0,0,1,3,1,1,3,11,0,14,,2,1,1,7,7,1,4,4
2830181,1,13,,2,1,1,0,0,0,2,3,1,1,2,16,0,53,,2,2,1,,,,,
2830221,1,12,4,3,10,0,0,0,0,1,3,1,3,1,16,0,12,,1,2,1,7,7,1,3,3
2830226,1,3,,2,1,0,0,1,0,2,3,4,1,1,,1,,,,1,1,,,,,
2830228,1,11,,3,1,0,1,1,0,3,1,5,1,5,10,2,53,,3,2,1,,,,,
2830256,1,2,,2,1,1,0,0,0,2,3,4,1,1,,0,,,,1,1,,,,,
2830274,1,13,1,1,1,0,0,0,0,1,3,1,1,2,15,0,92,,4,2,1,10,10,1,3,3
2830323,1,13,,1,1,0,0,0,0,1,3,,1,3,15,0,31,,2,1,0,,,,,
2830342,1,9,8,2,1,0,0,0,0,1,3,4,1,1,15,0,26,,2,2,1,1,1,2,1,2
2830338,1,6,3,4,1,0,0,0,0,1,3,1,1,1,15,0,22,,3,2,1,7,7,1,4,4
2830360,1,11,4,4,1,0,0,0,0,1,3,1,1,2,15,0,13,,1,1,1,7,7,1,3,3
2830365,1,17,,1,1,0,0,1,0,2,3,1,1,2,15,1,33,,,1,0,,,,,
2830379,1,13,7,4,1,0,0,0,0,1,3,1,1,1,14,0,13,,2,1,1,3,3,1,4,4
2830416,1,16,,2,1,0,0,1,0,2,2,1,1,2,15,2,22,,,2,0,,,,,
2830428,1,16,,1,1,0,0,0,0,1,3,,1,2,15,0,13,,,2,0,,,,,
2830425,1,14,1,1,1,1,0,0,0,2,3,,1,2,10,0,52,,,2,0,10,10,1,2,3
2830434,3,15,,2,1,1,0,1,0,3,1,1,1,3,10,2,12,8,,2,0,,,,,
2830463,1,13,,3,1,0,0,0,0,1,3,1,1,2,14,0,14,,2,2,0,,,,,
2830482,1,12,8,2,1,1,0,0,0,2,3,,1,2,10,0,61,,3,1,6,7,1,2,1,2
2830510,1,12,,3,1,0,0,1,0,2,3,1,1,2,11,1,52,,1,2,0,,,,,
2830513,,1,,3,1,0,0,0,1,2,3,6,1,1,,0,,,,2,0,,,,,
2830515,1,2,,3,1,0,0,0,0,1,3,4,1,1,,0,,,,2,1,,,,,
2830537,1,13,,3,1,0,0,1,0,2,3,1,1,2,15,1,24,,1,1,0,,,,,
2830576,1,4,,2,1,0,0,0,0,1,3,3,1,1,12,0,,,2,2,1,,,,,
2830580,1,5,4,3,1,0,0,1,0,2,3,1,1,2,14,1,52,,2,1,0,8,8,1,3,3
2830590,1,15,,2,1,0,0,0,0,1,3,1,1,1,15,0,14,,,1,0,,,,,
2830599,1,9,4,2,1,0,0,0,0,1,3,4,1,1,15,0,13,,1,1,1,7,7,1,4,4
2830613,1,11,3,3,1,0,0,1,0,2,2,1,1,4,15,1,61,,1,2,0,7,7,1,3,3
2830653,1,12,8,2,1,0,0,0,0,1,3,4,1,2,14,0,14,,2,1,1,1,1,2,1,2
2830657,1,13,7,2,1,0,0,0,0,1,3,1,1,1,15,0,83,,4,1,1,5,5,1,4,4
2830660,1,17,,2,1,0,0,0,0,1,3,1,1,2,14,0,12,,,1,0,,,,,
2830674,1,1,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,1,5,,,,,
